student_id,age,gender,programme,attendance_pct,assignment_avg,quiz_avg,midterm_score,study_hours_week,previous_gpa,absences,internet_access,extracurricular,academic_risk
ST02885,19,Female,Data Science,86.6,54.5,70.6,80.4,8.0,2.25,6.0,Yes,Yes,Not At Risk
ST08293,19,Male,Computer Science,100.0,59.6,46.0,60.0,2.9,4.0,5.0,Yes,No,Not At Risk
ST00185,20,Female,IT,69.6,55.7,57.2,50.9,9.0,3.86,3.0,Yes,Yes,Not At Risk
ST11107,23,Male,Computer Science,83.6,57.0,65.4,78.1,6.0,3.08,4.0,Yes,Yes,Not At Risk
ST10525,20,Male,Computer Science,82.2,60.4,68.9,58.4,5.0,2.64,1.0,Yes,No,At Risk
ST01688,21,Male,Software Engineering,65.1,58.9,68.8,42.7,3.5,3.05,6.0,Yes,No,Not At Risk
ST07260,19,Male,Software Engineering,91.0,59.0,46.2,72.3,2.0,3.03,6.0,Yes,Yes,Not At Risk
ST01171,20,Female,Software Engineering,78.9,100.0,74.9,46.6,6.3,2.62,6.0,Yes,Yes,Not At Risk
ST05275,24,Female,Software Engineering,87.5,100.0,100.0,61.4,7.0,2.35,4.0,Yes,Yes,Not At Risk
ST05193,21,Male,Software Engineering,59.7,54.9,70.4,69.2,7.5,2.95,1.0,Yes,Yes,Not At Risk
ST04536,22,Male,Software Engineering,75.7,63.0,56.8,66.3,1.4,2.35,7.0,Yes,No,Not At Risk
ST09969,19,Male,IT,92.1,55.6,79.8,37.2,2.1,4.0,4.0,Yes,Yes,At Risk
ST01140,25,Male,Data Science,71.7,47.9,97.0,21.5,2.5,2.27,2.0,Yes,No,Not At Risk
ST10919,19,Female,Computer Science,79.4,60.5,25.3,74.0,8.0,4.0,4.0,Yes,Yes,Not At Risk
ST07297,22,Male,Software Engineering,100.0,56.2,68.6,58.2,1.5,4.0,5.0,Yes,No,Not At Risk
ST11178,25,Male,IT,65.2,89.0,93.1,75.2,5.5,1.73,4.0,Yes,No,Not At Risk
ST04629,19,Male,Computer Science,93.3,65.9,55.8,78.0,6.6,2.47,3.0,Yes,Yes,Not At Risk
ST09738,19,Female,Software Engineering,72.0,83.8,47.9,64.3,12.6,2.21,3.0,Yes,No,Not At Risk
ST00193,18,Male,Computer Science,86.5,76.3,93.0,63.9,20.1,3.4,5.0,Yes,No,Not At Risk
ST11097,25,Female,,97.7,63.7,65.3,75.5,10.5,2.25,6.0,Yes,No,At Risk
ST07590,20,Male,Computer Science,86.4,90.5,35.6,66.0,0.4,2.97,4.0,Yes,No,Not At Risk
ST01061,23,Female,Software Engineering,75.5,46.5,96.3,72.3,8.3,2.79,5.0,Yes,No,At Risk
ST00916,21,Male,Software Engineering,90.2,52.3,60.1,82.4,4.8,3.04,3.0,Yes,Yes,Not At Risk
ST11577,25,Male,Computer Science,66.9,82.6,85.3,78.9,8.0,3.0,6.0,Yes,Yes,Not At Risk
ST07196,23,Male,Software Engineering,93.9,73.7,78.7,76.5,5.9,2.63,6.0,Yes,Yes,Not At Risk
ST04213,20,Female,Software Engineering,54.2,52.1,70.3,58.8,4.4,2.92,6.0,Yes,No,Not At Risk
ST03966,19,Male,IT,88.7,78.0,67.4,100.0,2.7,1.99,3.0,Yes,Yes,Not At Risk
ST02091,24,Female,Software Engineering,97.1,55.0,69.8,65.5,1.5,2.45,5.0,Yes,No,Not At Risk
ST11193,23,Female,IT,87.2,80.6,69.6,36.5,2.1,4.0,3.0,Yes,No,At Risk
ST10578,25,Male,Computer Science,73.7,55.0,73.2,63.8,11.3,2.78,3.0,Yes,No,Not At Risk
ST04333,25,Male,IT,85.8,61.6,63.4,70.6,7.2,3.57,5.0,Yes,Yes,Not At Risk
ST07128,19,Male,Computer Science,50.7,32.3,73.1,81.7,2.0,2.81,3.0,Yes,Yes,Not At Risk
ST00082,18,Male,Data Science,83.6,40.2,44.8,78.0,3.1,3.81,3.0,Yes,No,Not At Risk
ST11206,25,Female,,87.7,62.5,60.6,62.9,4.6,3.17,3.0,Yes,Yes,Not At Risk
ST08305,24,Female,Data Science,70.2,81.2,100.0,61.7,6.1,3.09,4.0,Yes,Yes,Not At Risk
ST03365,25,Male,IT,100.0,90.6,63.8,62.9,13.6,2.01,2.0,Yes,Yes,Not At Risk
ST09008,21,Female,Data Science,77.4,84.0,68.7,100.0,8.0,3.02,1.0,Yes,Yes,Not At Risk
ST06048,21,Male,IT,79.4,88.3,57.9,61.4,11.3,3.52,5.0,Yes,Yes,Not At Risk
ST11060,19,Female,IT,71.9,94.9,12.8,59.6,12.1,2.57,6.0,Yes,Yes,Not At Risk
ST01365,19,Female,IT,58.3,97.5,61.4,54.6,3.1,2.86,3.0,Yes,No,Not At Risk
ST07082,21,Female,Data Science,60.1,72.6,79.6,58.5,7.7,1.91,4.0,Yes,No,At Risk
ST07898,25,Female,IT,68.4,57.4,100.0,59.8,6.4,2.96,1.0,Yes,Yes,Not At Risk
ST10959,23,Male,Data Science,92.5,82.2,62.3,81.5,5.1,2.72,5.0,Yes,No,Not At Risk
ST08601,21,Male,Computer Science,65.4,71.3,47.7,74.3,4.5,2.72,4.0,Yes,Yes,Not At Risk
ST10951,19,Female,Software Engineering,76.2,73.8,70.6,50.5,3.2,3.21,6.0,No,Yes,Not At Risk
ST03609,19,Male,Computer Science,75.0,77.8,45.7,72.4,3.6,2.06,0.0,Yes,No,Not At Risk
ST07406,20,Female,IT,70.5,74.7,48.2,56.3,5.0,3.6,5.0,No,Yes,Not At Risk
ST08433,18,Male,Computer Science,71.9,71.4,40.6,72.3,19.9,2.8,5.0,No,No,Not At Risk
ST10832,24,Male,IT,83.3,91.7,72.6,55.4,3.6,3.25,3.0,Yes,Yes,Not At Risk
ST09317,19,Male,Software Engineering,86.4,76.5,75.8,54.1,14.0,3.24,5.0,Yes,No,Not At Risk
ST07365,22,Male,Computer Science,84.1,73.6,64.1,61.4,4.3,2.91,4.0,Yes,Yes,Not At Risk
ST08034,19,Male,Computer Science,100.0,78.0,95.0,89.1,10.0,3.63,5.0,Yes,No,Not At Risk
ST04564,25,Female,Computer Science,79.9,51.7,63.4,45.6,1.0,2.14,4.0,Yes,Yes,At Risk
ST07412,22,Male,IT,72.4,66.8,30.9,56.8,6.8,2.6,5.0,Yes,Yes,Not At Risk
ST03250,19,Female,Data Science,88.3,59.5,71.0,51.7,6.8,2.68,4.0,Yes,Yes,Not At Risk
ST10349,22,Male,Computer Science,88.1,41.0,82.8,35.3,6.7,3.36,1.0,Yes,No,Not At Risk
ST07237,25,Male,IT,85.9,56.0,67.9,65.9,4.8,2.35,5.0,Yes,No,Not At Risk
ST04670,22,Male,Software Engineering,88.6,66.8,63.1,62.9,5.1,2.63,2.0,Yes,Yes,Not At Risk
ST07711,23,Male,IT,88.7,69.2,60.8,29.7,5.4,3.26,4.0,Yes,No,Not At Risk
ST04041,25,Female,Software Engineering,98.5,62.7,80.2,62.4,8.1,3.12,5.0,Yes,Yes,Not At Risk
ST09367,19,Female,Software Engineering,79.2,36.0,61.4,57.1,7.4,3.01,4.0,Yes,No,At Risk
ST10656,19,Male,Data Science,68.6,51.8,89.4,78.3,2.4,3.54,3.0,Yes,Yes,Not At Risk
ST00811,18,Female,Software Engineering,48.5,90.3,59.4,72.8,5.2,3.09,6.0,Yes,No,At Risk
ST08272,20,Male,Computer Science,88.1,78.1,71.6,92.1,3.8,2.47,,No,No,Not At Risk
ST09946,19,Female,Computer Science,89.7,48.7,48.2,79.4,12.6,3.66,3.0,Yes,No,Not At Risk
ST11295,18,Male,IT,86.3,64.3,58.6,84.0,0.9,2.75,6.0,Yes,No,Not At Risk
ST07405,24,Female,Software Engineering,99.2,73.6,67.0,73.7,12.1,3.72,3.0,Yes,Yes,Not At Risk
ST01828,18,Male,Data Science,70.0,57.9,51.8,40.6,8.0,3.29,3.0,Yes,Yes,At Risk
ST01260,18,Female,IT,63.2,85.6,60.3,91.3,3.0,2.29,5.0,Yes,No,Not At Risk
ST11390,23,Female,Software Engineering,81.6,87.4,48.9,84.8,12.1,2.97,2.0,,No,Not At Risk
ST08709,21,Female,Data Science,75.0,70.6,74.0,78.3,1.8,4.0,4.0,Yes,Yes,Not At Risk
ST02202,18,Male,Software Engineering,74.1,36.3,86.8,74.2,4.8,3.73,3.0,No,No,Not At Risk
ST11054,18,Female,Software Engineering,95.3,98.2,63.6,35.8,5.0,1.67,1.0,Yes,Yes,Not At Risk
ST04868,23,Male,IT,67.6,71.2,85.4,69.1,7.2,3.64,4.0,Yes,No,Not At Risk
ST02265,20,Male,Computer Science,100.0,85.1,79.5,84.9,2.6,3.51,4.0,Yes,No,Not At Risk
ST05081,25,Male,Computer Science,81.5,67.6,77.6,77.2,9.4,2.45,3.0,Yes,No,Not At Risk
ST03981,19,Female,IT,89.4,66.5,62.0,52.5,5.8,1.51,3.0,,Yes,At Risk
ST03493,24,Male,IT,80.4,48.7,81.8,42.7,10.1,2.0,3.0,Yes,Yes,Not At Risk
ST06030,20,Female,Computer Science,85.6,39.9,88.8,,6.2,1.37,4.0,Yes,No,Not At Risk
ST03743,24,Female,IT,87.2,76.4,79.4,30.4,3.6,2.14,2.0,Yes,No,At Risk
ST04359,20,Female,Computer Science,88.0,31.0,83.2,67.0,7.5,2.72,4.0,Yes,No,Not At Risk
ST09944,18,Female,IT,78.0,74.2,72.4,42.6,19.5,2.98,3.0,Yes,No,Not At Risk
ST10758,19,Female,IT,90.1,58.1,54.9,69.5,12.3,2.08,0.0,Yes,No,Not At Risk
ST05165,22,Male,Software Engineering,93.0,72.2,53.7,58.1,4.7,2.19,4.0,Yes,Yes,Not At Risk
ST05049,21,Male,Computer Science,85.0,76.0,56.7,64.5,9.0,3.12,7.0,Yes,No,Not At Risk
ST00363,25,Female,Data Science,86.5,93.9,78.5,70.0,3.9,2.18,7.0,Yes,No,Not At Risk
ST02424,25,Female,Computer Science,62.4,80.2,61.6,100.0,7.0,2.42,5.0,Yes,Yes,Not At Risk
ST09552,20,Female,Data Science,81.5,64.8,65.0,57.7,8.9,2.51,5.0,Yes,No,Not At Risk
ST03970,24,Female,Data Science,89.1,45.9,89.5,55.2,6.8,2.15,6.0,Yes,Yes,At Risk
ST10738,24,Female,Computer Science,80.4,72.1,31.9,56.6,5.6,3.14,4.0,Yes,No,Not At Risk
ST02762,25,Male,Software Engineering,62.0,79.7,78.6,94.8,6.4,2.84,2.0,Yes,No,Not At Risk
ST09706,23,Female,Software Engineering,93.2,44.5,78.4,48.0,2.9,3.08,6.0,No,No,At Risk
ST04626,19,Female,Software Engineering,86.6,64.9,94.9,58.6,3.1,3.02,3.0,Yes,Yes,Not At Risk
ST10882,25,Male,Data Science,75.9,58.0,58.2,67.7,4.6,2.88,5.0,Yes,No,At Risk
ST04325,20,Male,Software Engineering,95.6,73.8,91.3,58.4,2.0,2.38,4.0,Yes,No,Not At Risk
ST01484,21,Female,IT,79.9,64.8,62.2,59.2,7.4,2.69,2.0,Yes,No,Not At Risk
ST04267,20,Female,Computer Science,92.3,71.7,63.2,79.6,3.5,3.82,4.0,Yes,No,Not At Risk
ST10524,20,Female,Data Science,81.1,75.6,43.4,44.4,2.8,3.07,4.0,Yes,Yes,Not At Risk
ST04247,25,Female,Software Engineering,88.3,53.5,83.8,40.2,2.6,3.82,7.0,Yes,No,Not At Risk
ST04798,23,Male,Computer Science,100.0,69.3,98.0,28.2,4.5,3.08,6.0,Yes,Yes,Not At Risk
ST11494,21,Male,Software Engineering,100.0,72.7,76.5,66.6,5.6,2.41,6.0,Yes,Yes,Not At Risk
ST10727,22,Male,Computer Science,85.3,100.0,61.4,66.3,3.2,3.13,4.0,Yes,No,Not At Risk
ST08164,23,Female,Data Science,93.8,59.1,59.1,58.7,12.5,3.4,6.0,Yes,No,Not At Risk
ST00810,23,Male,IT,87.9,74.8,78.6,67.6,5.3,2.78,2.0,Yes,Yes,Not At Risk
ST11920,22,Female,Computer Science,100.0,76.9,73.0,50.2,5.7,3.08,0.0,Yes,Yes,Not At Risk
ST10640,25,Male,Software Engineering,100.0,49.3,73.2,73.4,4.5,1.85,9.0,Yes,Yes,Not At Risk
ST05731,20,Female,Software Engineering,88.1,66.2,77.3,82.3,3.8,2.96,6.0,Yes,No,Not At Risk
ST01196,20,Female,Computer Science,64.8,91.1,63.9,76.8,2.8,2.73,7.0,Yes,No,Not At Risk
ST07877,19,Female,Computer Science,75.9,76.0,54.1,49.2,0.6,3.11,7.0,Yes,Yes,Not At Risk
ST02793,25,Male,Software Engineering,100.0,72.9,51.4,57.4,3.8,2.69,2.0,Yes,Yes,Not At Risk
ST07228,22,Male,Software Engineering,63.1,81.3,100.0,,4.8,2.79,1.0,Yes,Yes,Not At Risk
ST05758,22,Female,Software Engineering,77.9,64.4,61.2,93.4,3.2,2.76,4.0,Yes,No,Not At Risk
ST05490,19,Female,Computer Science,70.8,54.7,80.7,40.6,6.2,3.18,5.0,Yes,No,Not At Risk
ST06298,19,Female,Computer Science,100.0,74.8,86.0,73.6,2.2,3.21,3.0,Yes,No,Not At Risk
ST07492,19,Female,Computer Science,69.4,67.3,52.0,44.3,2.4,1.28,2.0,Yes,Yes,At Risk
ST00401,18,Male,Data Science,72.5,90.5,82.3,87.7,0.3,1.95,4.0,Yes,Yes,Not At Risk
ST00601,25,Male,IT,73.0,79.0,100.0,58.6,3.5,1.66,5.0,Yes,No,At Risk
ST07071,24,Male,Software Engineering,91.7,65.0,90.1,64.7,4.7,2.94,7.0,Yes,Yes,Not At Risk
ST09328,18,Female,Computer Science,100.0,72.1,89.8,30.2,5.7,3.04,9.0,Yes,Yes,At Risk
ST11830,18,Male,Software Engineering,82.1,79.4,69.9,57.8,5.0,3.57,4.0,Yes,Yes,Not At Risk
ST04314,25,Male,Data Science,90.2,60.4,77.8,39.9,3.2,3.59,8.0,No,No,Not At Risk
ST07073,24,Male,Software Engineering,67.5,37.1,86.8,80.0,5.3,3.58,3.0,Yes,No,Not At Risk
ST09312,23,Male,Computer Science,72.4,89.2,88.2,33.4,10.7,3.99,3.0,Yes,No,Not At Risk
ST00866,21,Male,Computer Science,90.0,69.4,66.3,39.4,6.4,3.51,3.0,Yes,No,Not At Risk
ST01091,22,Male,IT,89.9,80.4,57.3,83.4,4.5,4.0,7.0,Yes,Yes,Not At Risk
ST11071,21,Male,Software Engineering,89.6,63.9,46.7,67.5,6.8,4.0,5.0,Yes,Yes,Not At Risk
ST08338,19,Female,Software Engineering,85.3,32.7,57.9,72.2,3.1,1.47,2.0,Yes,Yes,At Risk
ST09818,25,Male,Computer Science,79.1,64.6,63.4,,4.1,2.01,4.0,No,Yes,Not At Risk
ST03490,22,Female,Data Science,70.9,52.6,75.0,62.7,6.5,3.0,5.0,,No,At Risk
ST02900,20,Female,Software Engineering,70.7,86.8,100.0,83.1,7.5,1.92,9.0,Yes,Yes,Not At Risk
ST08786,20,Male,IT,86.5,58.4,80.2,78.2,3.4,2.52,3.0,Yes,Yes,Not At Risk
ST11581,19,Female,Data Science,70.8,72.1,63.7,63.8,9.3,2.17,5.0,Yes,Yes,Not At Risk
ST08952,23,Female,Data Science,75.4,81.8,97.3,64.3,4.2,3.61,5.0,Yes,Yes,Not At Risk
ST11694,24,Female,IT,72.7,81.4,56.3,62.2,5.3,2.13,3.0,Yes,Yes,At Risk
ST10167,18,Female,IT,86.2,48.0,84.3,91.3,2.5,2.19,,Yes,No,Not At Risk
ST02803,19,Male,IT,64.8,64.2,88.9,50.1,10.9,2.96,5.0,Yes,Yes,At Risk
ST04888,20,Female,Computer Science,95.5,76.7,90.7,72.4,15.9,2.72,3.0,Yes,No,Not At Risk
ST11220,21,Male,IT,85.0,46.7,93.6,56.1,4.7,3.24,5.0,Yes,No,Not At Risk
ST02368,24,Female,Software Engineering,100.0,68.7,84.1,67.5,3.7,3.53,5.0,Yes,No,Not At Risk
ST08668,19,Female,Data Science,87.7,72.4,63.1,50.4,17.4,3.08,0.0,Yes,Yes,Not At Risk
ST10106,20,Male,Computer Science,58.8,50.5,67.6,62.0,11.4,2.92,2.0,Yes,No,At Risk
ST03340,24,Male,Computer Science,95.0,94.4,80.9,41.5,7.3,1.88,5.0,Yes,No,Not At Risk
ST01470,20,Male,IT,77.5,65.3,72.2,52.3,0.9,3.48,4.0,Yes,No,At Risk
ST11799,18,Male,Software Engineering,48.3,69.8,77.5,57.5,4.2,2.08,7.0,Yes,No,At Risk
ST05384,24,Female,Software Engineering,74.4,80.8,100.0,73.4,11.0,2.07,8.0,Yes,No,Not At Risk
ST00026,19,Male,Software Engineering,96.8,56.5,86.6,60.2,6.1,2.63,5.0,Yes,No,At Risk
ST09546,21,Male,Computer Science,84.8,82.3,68.3,31.9,18.6,2.1,5.0,Yes,No,Not At Risk
ST09247,21,Female,Computer Science,98.3,65.0,91.0,75.0,3.1,3.17,7.0,Yes,No,At Risk
ST04014,23,Female,Software Engineering,78.1,72.8,61.1,70.0,3.7,3.71,2.0,Yes,Yes,Not At Risk
ST06121,20,Male,Software Engineering,69.4,63.3,44.1,71.1,3.6,3.73,5.0,Yes,No,Not At Risk
ST04461,23,Female,Software Engineering,93.8,63.5,48.3,49.8,2.7,3.9,2.0,Yes,No,Not At Risk
ST06879,24,Male,IT,100.0,40.1,84.7,47.7,5.0,1.93,1.0,No,No,Not At Risk
ST11090,21,Male,Software Engineering,94.1,62.7,47.9,67.6,2.3,3.03,4.0,Yes,Yes,Not At Risk
ST07593,25,Male,Computer Science,88.6,79.9,56.4,78.6,3.8,2.03,4.0,Yes,No,Not At Risk
ST03450,22,Male,Software Engineering,85.3,62.1,73.5,78.5,5.1,1.73,4.0,Yes,No,At Risk
ST00934,21,female,Computer Science,87.2,73.4,54.2,54.8,1.8,3.98,7.0,Yes,Yes,Not At Risk
ST11268,22,Male,Software Engineering,78.8,74.3,38.1,30.9,4.0,3.64,2.0,Yes,Yes,Not At Risk
ST07219,19,Male,,100.0,90.5,66.9,76.1,3.6,1.93,6.0,Yes,No,Not At Risk
ST09155,18,Male,IT,86.9,52.0,60.4,61.6,6.1,3.81,4.0,Yes,Yes,Not At Risk
ST06877,25,Female,Data Science,68.4,94.7,62.2,49.0,0.9,2.86,4.0,Yes,No,Not At Risk
ST03274,21,Male,Computer Science,90.6,61.8,81.5,71.7,5.0,3.98,1.0,Yes,No,Not At Risk
ST11889,18,Female,Computer Science,89.2,51.5,63.2,56.9,3.2,2.2,3.0,Yes,No,Not At Risk
ST09773,20,Male,Computer Science,76.6,54.3,56.3,50.2,2.5,2.88,6.0,Yes,No,Not At Risk
ST10290,20,Female,Data Science,85.8,73.4,66.7,38.1,10.8,3.5,5.0,Yes,No,Not At Risk
ST11319,23,Female,IT,62.2,74.8,73.0,76.4,6.0,3.86,1.0,Yes,No,Not At Risk
ST10131,23,Female,Software Engineering,76.9,60.8,81.7,74.0,7.5,3.16,7.0,Yes,No,At Risk
ST07438,18,Male,Computer Science,90.1,56.1,69.6,62.8,5.6,2.49,5.0,Yes,Yes,Not At Risk
ST04800,25,Female,Software Engineering,73.7,58.3,62.6,,6.9,3.28,1.0,Yes,No,Not At Risk
ST01012,22,Male,Computer Science,98.1,69.2,71.7,53.1,3.6,1.0,4.0,Yes,No,Not At Risk
ST02351,18,Female,Software Engineering,85.8,69.4,94.1,53.5,3.5,2.94,2.0,Yes,No,Not At Risk
ST08272,20,Male,Computer Science,88.1,78.1,71.6,92.1,3.8,2.47,,No,No,Not At Risk
ST02757,23,Male,Software Engineering,71.0,79.0,78.5,,4.2,3.26,3.0,Yes,No,Not At Risk
ST06307,23,Male,Computer Science,69.4,84.5,85.3,53.3,6.0,2.74,3.0,Yes,Yes,At Risk
ST03606,23,Male,Software Engineering,73.6,87.1,51.8,60.8,2.1,3.63,5.0,Yes,Yes,Not At Risk
ST03397,22,Female,IT,87.0,77.4,79.0,89.3,21.8,3.37,4.0,Yes,Yes,Not At Risk
ST08014,22,Male,Computer Science,92.3,42.6,50.1,70.4,3.4,3.25,4.0,Yes,Yes,Not At Risk
ST05937,22,Male,Computer Science,96.2,80.3,91.7,47.5,7.2,3.49,3.0,Yes,Yes,Not At Risk
ST08332,20,Male,Software Engineering,86.5,100.0,57.6,54.4,0.5,3.62,3.0,Yes,Yes,Not At Risk
ST02817,23,Female,Software Engineering,83.9,63.0,78.0,88.6,10.3,3.21,5.0,Yes,No,Not At Risk
ST08684,20,Female,Computer Science,74.8,76.5,51.3,,2.4,2.76,6.0,Yes,No,At Risk
ST06839,24,Female,Computer Science,80.8,78.0,58.2,52.4,2.9,3.01,4.0,Yes,No,Not At Risk
ST00459,23,Female,Computer Science,88.9,70.7,44.9,49.3,6.1,3.34,3.0,No,Yes,Not At Risk
ST11292,22,Female,IT,94.5,87.1,53.8,72.5,3.9,2.06,3.0,Yes,Yes,Not At Risk
ST03238,21,Female,Software Engineering,95.9,90.3,83.5,83.1,4.8,1.71,3.0,Yes,No,Not At Risk
ST04358,22,Male,Computer Science,60.7,100.0,59.4,85.9,2.3,2.21,4.0,Yes,No,Not At Risk
ST10849,18,Male,Software Engineering,80.6,56.9,69.7,43.5,11.6,3.52,2.0,Yes,No,Not At Risk
ST02237,20,Female,Computer Science,91.4,64.7,79.8,41.9,5.3,3.93,3.0,Yes,Yes,Not At Risk
ST01248,21,Male,Data Science,72.3,67.7,78.1,69.2,3.3,4.0,6.0,Yes,Yes,Not At Risk
ST09076,18,Male,Computer Science,76.2,83.1,82.1,99.4,1.0,2.26,4.0,Yes,No,Not At Risk
ST11601,21,Male,Software Engineering,84.1,68.8,96.2,30.9,6.1,3.38,6.0,Yes,No,Not At Risk
ST03688,18,Male,Data Science,81.7,53.9,67.1,44.5,4.1,2.45,3.0,Yes,Yes,At Risk
ST09210,20,Male,Software Engineering,66.4,68.9,91.0,71.8,3.8,2.52,3.0,Yes,Yes,Not At Risk
ST00259,20,Female,Computer Science,68.4,83.9,81.0,73.1,6.4,3.45,6.0,Yes,No,Not At Risk
ST09241,19,Male,Computer Science,78.1,50.2,47.2,38.2,1.5,2.36,2.0,Yes,No,Not At Risk
ST06125,23,Female,Software Engineering,83.2,81.4,70.6,73.2,4.2,3.75,6.0,Yes,No,Not At Risk
ST03824,21,Male,Data Science,82.4,69.4,74.8,58.9,11.1,2.9,4.0,Yes,No,Not At Risk
ST07984,24,Female,Software Engineering,77.3,85.3,68.3,80.3,2.6,2.84,1.0,Yes,No,Not At Risk
ST05040,18,Female,IT,85.0,67.3,74.3,35.8,8.5,3.93,2.0,No,No,Not At Risk
ST10497,23,Male,Computer Science,91.5,78.1,74.8,90.9,15.5,2.8,2.0,Yes,No,Not At Risk
ST00478,20,Male,Computer Science,87.1,80.1,77.3,89.3,6.1,4.0,,Yes,No,Not At Risk
ST11399,20,Female,Software Engineering,65.7,77.9,65.4,67.2,4.3,2.26,7.0,Yes,Yes,Not At Risk
ST08939,24,Female,IT,98.4,69.6,82.7,48.1,3.5,3.51,2.0,Yes,Yes,Not At Risk
ST10094,23,Female,Computer Science,77.4,73.0,70.9,63.6,11.6,3.81,4.0,Yes,Yes,Not At Risk
ST07038,25,Male,Computer Science,82.2,79.8,94.5,44.2,12.3,2.82,4.0,Yes,Yes,At Risk
ST10411,23,Male,,74.0,50.6,77.5,44.1,3.5,2.88,1.0,Yes,Yes,Not At Risk
ST11454,25,Female,Software Engineering,96.4,52.7,63.7,70.2,2.9,3.72,4.0,Yes,No,Not At Risk
ST06069,20,Female,Software Engineering,100.0,77.1,53.1,72.5,5.8,2.46,4.0,Yes,No,Not At Risk
ST04819,18,Female,Computer Science,81.0,42.8,60.8,57.2,8.4,2.46,2.0,Yes,Yes,Not At Risk
ST08810,20,Female,IT,69.8,74.4,59.9,80.1,3.2,3.05,3.0,Yes,No,Not At Risk
ST03589,25,Male,Data Science,63.9,73.0,47.8,56.5,5.6,3.87,3.0,Yes,No,Not At Risk
ST11056,20,Male,IT,86.0,51.3,65.8,79.0,10.9,3.7,2.0,Yes,Yes,Not At Risk
ST06562,21,Male,Data Science,78.3,55.2,66.5,61.6,1.6,3.17,2.0,Yes,No,Not At Risk
ST05467,23,Male,Computer Science,70.0,60.7,48.6,78.2,7.5,3.57,5.0,Yes,No,Not At Risk
ST04790,20,Male,Computer Science,56.5,66.8,63.3,94.1,1.8,2.81,,Yes,Yes,Not At Risk
ST11198,22,Female,Software Engineering,56.9,69.3,57.7,69.1,7.5,2.66,4.0,Yes,Yes,Not At Risk
ST00254,23,M,Software Engineering,90.7,51.9,52.3,64.6,11.2,3.46,6.0,Yes,Yes,Not At Risk
ST11456,18,Male,Data Science,68.6,68.9,51.4,83.3,6.0,3.2,3.0,Yes,No,Not At Risk
ST11804,24,Male,IT,65.1,84.9,48.8,62.4,13.7,3.86,3.0,Yes,No,Not At Risk
ST04309,21,Female,Software Engineering,72.4,70.3,87.2,55.8,4.2,3.03,2.0,Yes,No,At Risk
ST00485,23,Female,Computer Science,94.5,40.7,41.4,46.1,6.0,2.73,3.0,Yes,No,Not At Risk
ST01074,24,Male,IT,79.1,49.7,54.5,39.9,10.2,4.0,2.0,Yes,No,Not At Risk
ST04855,20,Male,Computer Science,65.5,62.9,72.5,59.6,6.8,3.59,4.0,Yes,Yes,At Risk
ST02564,21,Female,Data Science,73.1,77.4,71.7,60.9,6.2,2.51,3.0,Yes,Yes,Not At Risk
ST06648,18,Male,Computer Science,69.9,45.8,78.7,82.5,6.9,2.53,3.0,Yes,No,Not At Risk
ST00353,24,Male,Software Engineering,86.3,64.4,91.9,52.0,5.2,4.0,4.0,Yes,No,Not At Risk
ST06497,18,Male,IT,61.1,94.4,45.2,88.7,5.5,3.17,8.0,Yes,No,Not At Risk
ST06559,20,Female,Data Science,80.1,69.7,94.3,60.1,1.9,2.68,4.0,Yes,No,Not At Risk
ST04311,23,Female,Software Engineering,57.7,56.6,68.6,78.6,4.8,2.16,4.0,Yes,No,At Risk
ST06514,20,Male,Computer Science,72.5,71.4,68.7,79.2,5.2,3.44,5.0,Yes,Yes,Not At Risk
ST04742,18,Male,IT,81.3,50.7,82.9,77.0,5.4,2.51,3.0,Yes,No,Not At Risk
ST05756,25,Male,IT,56.6,63.1,47.6,73.7,3.5,2.97,3.0,Yes,Yes,At Risk
ST04871,20,Female,Data Science,87.4,77.6,51.1,37.2,6.4,3.87,3.0,Yes,Yes,Not At Risk
ST01752,19,Male,Data Science,94.6,62.7,70.6,61.7,4.7,3.79,1.0,Yes,No,Not At Risk
ST07598,24,Male,Computer Science,81.7,56.1,91.8,66.7,3.0,3.23,6.0,Yes,No,Not At Risk
ST08180,21,Male,IT,85.1,61.4,42.8,68.5,2.1,2.93,6.0,Yes,No,Not At Risk
ST10029,19,Female,Software Engineering,89.4,59.6,50.2,49.8,7.9,3.48,3.0,Yes,Yes,Not At Risk
ST11368,21,Male,IT,68.8,63.9,34.5,52.1,7.6,2.64,4.0,Yes,No,Not At Risk
ST00503,19,Female,Data Science,74.6,45.5,62.8,64.4,3.2,3.15,6.0,Yes,No,Not At Risk
ST09184,25,Male,Software Engineering,56.2,76.1,100.0,47.1,5.9,3.24,5.0,Yes,No,Not At Risk
ST01741,19,Female,Software Engineering,69.7,86.9,50.4,32.9,6.0,3.33,4.0,No,No,Not At Risk
ST06365,18,Male,Data Science,76.1,96.6,59.8,47.7,9.3,3.56,6.0,Yes,No,At Risk
ST08806,23,Female,IT,95.7,40.5,25.8,99.5,2.9,1.95,4.0,Yes,No,Not At Risk
ST03881,23,Male,IT,81.8,58.3,74.7,53.9,5.5,2.84,3.0,Yes,Yes,Not At Risk
ST06736,18,Male,IT,84.4,68.9,55.6,61.3,2.1,2.72,4.0,Yes,No,At Risk
ST10612,21,Male,Software Engineering,93.1,68.4,55.4,100.0,3.5,2.53,6.0,Yes,Yes,Not At Risk
